Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
8,"MW Tobler","„SE Carrillo-Percastegui, R. Leite Pitman, R. Mares, and G. Powell. 2008. An evaluation of camera traps for inventorying large and medium sized terrestrial …",,"Animal Conservation","","","https://scholar.google.com/scholar?cites=13558612183324816990&as_sdt=2005&sciodt=2007&hl=en",394,"2021-12-14 16:19:11","CITATION","","","",,,,,8,0.00,8,1,,"","","https://scholar.google.com/scholar?q=related:XvZbsvHdKbwJ:scholar.google.com/&scioq=author:%22w*+tobler%22&hl=en&as_sdt=2007"
809,"MW Tobler, SE Carrillo‐Percastegui, ...","An evaluation of camera traps for inventorying large‐and medium‐sized terrestrial rainforest mammals",2008,"Animal …","Wiley Online Library","https://zslpublications.onlinelibrary.wiley.com/doi/abs/10.1111/j.1469-1795.2008.00169.x","https://scholar.google.com/scholar?cites=13498401613935058895&as_sdt=2005&sciodt=2007&hl=en",51,"2021-12-14 16:19:11","","10.1111/j.1469-1795.2008.00169.x","","",,,,,809,62.23,270,3,13,"Mammal inventories in tropical forests are often difficult to carry out, and many elusive species are missed or only reported from interviews with local people. Camera traps offer a new tool for conducting inventories of large‐and medium‐sized terrestrial mammals. We …","https://zslpublications.onlinelibrary.wiley.com/doi/pdf/10.1111/j.1469-1795.2008.00169.x","https://scholar.google.com/scholar?q=related:z58oEsD0U7sJ:scholar.google.com/&scioq=author:%22w*+tobler%22&hl=en&as_sdt=2007"
57,"MW Tobler, SE Carrillo‐Percastegui, ...","Further notes on the analysis of mammal inventory data collected with camera traps",2008,"Animal …","academia.edu","https://www.academia.edu/download/60455789/ToblerEtAl2008_FutherNotesAnalysisMammalInventoryDataCameraTraps.pdf","https://scholar.google.com/scholar?cites=17338690866088000045&as_sdt=2005&sciodt=2007&hl=en",115,"2021-12-14 16:19:11","PDF","","","",,,,,57,4.38,19,3,13,"The use of camera traps has drastically increased over the last years (Rowcliffe & Carbone, 2008), and a large amount of data are being collected from sites all over the world. However, most studies only publish a small subset of the collected data, usually focusing on only one …","https://www.academia.edu/download/60455789/ToblerEtAl2008_FutherNotesAnalysisMammalInventoryDataCameraTraps.pdf","https://scholar.google.com/scholar?q=related:LTp8d3pnn_AJ:scholar.google.com/&scioq=author:%22w*+tobler%22&hl=en&as_sdt=2007"
6,"TT Hammond, MJ Curtis, LE Jacobs, ...","Behavior and detection method influence detection probability of a translocated, endangered amphibian",2021,"Animal …","Wiley Online Library","https://zslpublications.onlinelibrary.wiley.com/doi/abs/10.1111/acv.12645","https://scholar.google.com/scholar?cites=5669920157074329317&as_sdt=2005&sciodt=2007&hl=en",122,"2021-12-14 16:19:11","","10.1111/acv.12645","","",,,,,6,6.00,2,4,1,"Accurate estimates of survival are crucial for many management decisions in translocation programs. Maximizing detection probabilities and reducing sampling biases for released animals can aid in estimates of survival. One important source of sampling bias is an …","https://zslpublications.onlinelibrary.wiley.com/doi/pdfdirect/10.1111/acv.12645","https://scholar.google.com/scholar?q=related:5Q4-o1ear04J:scholar.google.com/&scioq=author:%22w*+tobler%22&hl=en&as_sdt=2007"
0,"V Van Acker, F Witlox, W Tobler","SOLSTICE: An Electronic Journal of Geography and Mathematics.",2005,"Ann Arbor","researchgate.net","https://www.researchgate.net/profile/Sandra-Arlinghaus/publication/26414664_Archimedes_in_Ann_Arbor/links/56aed24e08ae43a3980ea86b/Archimedes-in-Ann-Arbor.pdf","",346,"2021-12-14 16:19:11","","","","",,,,,0,0.00,0,3,16,"SOLSTICE: An Electronic Journal of Geography and Mathematics. Page 1 1/29/2016 Institute of Mathematical Geography http://wwwpersonal.umich.edu/~copyrght/image/solstice/win05/ 1/2 SOLSTICE: An Electronic Journal of Geography and Mathematics. (Major articles are …","",""
0,"W Tobler","SOLSTICE: An Electronic Journal of Geography and Mathematics.",2006,"Ann Arbor","researchgate.net","https://www.researchgate.net/profile/Sandra-Arlinghaus/publication/26433520_3D_Atlas_of_Ann_Arbor_The_Google_Earth_Approach_Part_II/links/56ae4b0d08ae19a38516089a/3D-Atlas-of-Ann-Arbor-The-Google-Earth-Approach-Part-II.pdf","",347,"2021-12-14 16:19:11","","","","",,,,,0,0.00,0,1,15,"SOLSTICE: An Electronic Journal of Geography and Mathematics. Page 1 1/29/2016 Institute of Mathematical Geography http://wwwpersonal.umich.edu/~copyrght/image/solstice/sum06/ 1/2 SOLSTICE: An Electronic Journal of Geography and Mathematics. (Major articles are refereed …","",""
2,"WR TOBLER","Selected computer progrzuns",1970,"Ann Arbor","","","https://scholar.google.com/scholar?cites=16381993580736057862&as_sdt=2005&sciodt=2007&hl=en",551,"2021-12-14 16:19:11","CITATION","","","",,,,,2,0.04,2,1,51,"","","https://scholar.google.com/scholar?q=related:BpKAvF2IWOMJ:scholar.google.com/&scioq=author:%22w*+tobler%22&hl=en&as_sdt=2007"
1,"WR Tobler","Notes and Comments on the Composition of Terrestrial and Celestial Maps, Michigan Geographical Publication No. 8, Department of Geography …",1972,"Ann Arbor","","","https://scholar.google.com/scholar?cites=16940876921289307115&as_sdt=2005&sciodt=2007&hl=en",593,"2021-12-14 16:19:11","CITATION","","","",,,,,1,0.02,1,1,49,"","","https://scholar.google.com/scholar?q=related:6_MPpc0VGusJ:scholar.google.com/&scioq=author:%22w*+tobler%22&hl=en&as_sdt=2007"
1,"WR Tobler","Selected computer programs. A Michigan geography publi-cation, University of Michigan",1970,"Ann Arbor","","","https://scholar.google.com/scholar?cites=15012713500683851175&as_sdt=2005&sciodt=2007&hl=en",596,"2021-12-14 16:19:11","CITATION","","","",,,,,1,0.02,1,1,51,"","","https://scholar.google.com/scholar?q=related:p9X4WmPfV9AJ:scholar.google.com/&scioq=author:%22w*+tobler%22&hl=en&as_sdt=2007"
2,"WR Tobler","Coordinates for Geographic Inventories",1962,"Ann Arbor, Department of Geography, University of …","","","https://scholar.google.com/scholar?cites=6790727657257032135&as_sdt=2005&sciodt=2007&hl=en",560,"2021-12-14 16:19:11","CITATION","","","",,,,,2,0.03,2,1,59,"","","https://scholar.google.com/scholar?q=related:x9k5UdOCPV4J:scholar.google.com/&scioq=author:%22w*+tobler%22&hl=en&as_sdt=2007"
3,"W Tobler","WINDS: A computer program for the analysis of geographical interactions cartography laboratory report 13, University of Michigan",1976,"Ann Arbor, MI","","","https://scholar.google.com/scholar?cites=63463587918621486&as_sdt=2005&sciodt=2007&hl=en",423,"2021-12-14 16:19:11","CITATION","","","",,,,,3,0.07,3,1,45,"","","https://scholar.google.com/scholar?q=related:LqsPBsx34QAJ:scholar.google.com/&scioq=author:%22w*+tobler%22&hl=en&as_sdt=2007"
3,"W Tobler","Numerical map generalization, w: Michigan Inter-University Community of Mathematical Geographers, red. J. Nystuen",1966,"Ann Arbor, University of Michigan","","","https://scholar.google.com/scholar?cites=4373658874642854697&as_sdt=2005&sciodt=2007&hl=en",438,"2021-12-14 16:19:11","CITATION","","","",,,,,3,0.05,3,1,55,"","","https://scholar.google.com/scholar?q=related:KXPS55JbsjwJ:scholar.google.com/&scioq=author:%22w*+tobler%22&hl=en&as_sdt=2007"
2,"WR Tobler","Notes and comments on the composition of terrestrial and celestial maps by JH Lambert",2011,"Ann Arbor: University of Michigan","","","https://scholar.google.com/scholar?cites=16752833136509107538&as_sdt=2005&sciodt=2007&hl=en",530,"2021-12-14 16:19:11","CITATION","","","",,,,,2,0.20,2,1,10,"","","https://scholar.google.com/scholar?q=related:Ur0EM_oEfugJ:scholar.google.com/&scioq=author:%22w*+tobler%22&hl=en&as_sdt=2007"
9,"W Tobler","La prophylaxie de la pneumonie interstitielle par l'irradiation non interrompue aux rayons ultra-violets des boxes",1956,"Ann Pediatr (Basel)","","","https://scholar.google.com/scholar?cites=15219687556710164335&as_sdt=2005&sciodt=2007&hl=en",679,"2021-12-14 16:19:11","CITATION","","","",,,,,9,0.14,9,1,65,"","","https://scholar.google.com/scholar?q=related:b2ckCjIxN9MJ:scholar.google.com/&scioq=author:%22w*+tobler%22&hl=en&as_sdt=2007"
21,"W Tobler, E Buser-Plüss","Beobach-tungen in einem Falle von chronischer myelogener, hochgradiger Neutropenie mit monocytaerer Reak-tion",1942,"Ann. paediat.","","","https://scholar.google.com/scholar?cites=5393721297094092385&as_sdt=2005&sciodt=2007&hl=en",572,"2021-12-14 16:19:11","CITATION","","","",,,,,21,0.27,11,2,79,"","","https://scholar.google.com/scholar?q=related:YabASvFY2koJ:scholar.google.com/&scioq=author:%22w*+tobler%22&hl=en&as_sdt=2007"
29,"E Freudenberg, W Tobler","Die interstitielle Pneumonie der Frühgeburten",1950,"Ann. paediatr.(Basel)","","","https://scholar.google.com/scholar?cites=10568077688133832439&as_sdt=2005&sciodt=2007&hl=en",461,"2021-12-14 16:19:11","CITATION","","","",,,,,29,0.41,15,2,71,"","","https://scholar.google.com/scholar?q=related:987yT6paqZIJ:scholar.google.com/&scioq=author:%22w*+tobler%22&hl=en&as_sdt=2007"
5,"W Tobler","Zur Prophylaxe der interstitiellen Pneumonie der Frühgeburten und der retrolentalen Fibroplasie",1953,"Ann. paediatr.(Basel)","","","https://scholar.google.com/scholar?cites=655906251812965873&as_sdt=2005&sciodt=2007&hl=en",703,"2021-12-14 16:19:11","CITATION","","","",,,,,5,0.07,5,1,68,"","","https://scholar.google.com/scholar?q=related:8Q1FyUI_GgkJ:scholar.google.com/&scioq=author:%22w*+tobler%22&hl=en&as_sdt=2007"
2,"W Tobler","Zur Behandlung der cystischen Pankreasfibrose mit Bronchiektasie (Dysporie) mit Antibioticis, unter Berücksichtigung der Resultate von …",1952,"Ann. paediatr.(Basel)","","","https://scholar.google.com/scholar?cites=13202143270400599057&as_sdt=2005&sciodt=2007&hl=en",732,"2021-12-14 16:19:11","CITATION","","","",,,,,2,0.03,2,1,69,"","","https://scholar.google.com/scholar?q=related:EaQKQltvN7cJ:scholar.google.com/&scioq=author:%22w*+tobler%22&hl=en&as_sdt=2007"
1,"W Tobler","Prevention of interstitial pneumonia and retrolental fibroplasia in premature infants",1953,"Annales paediatrici. International review of …","pubmed.ncbi.nlm.nih.gov","https://pubmed.ncbi.nlm.nih.gov/13065895/","https://scholar.google.com/scholar?cites=16511057273869770612&as_sdt=2005&sciodt=2007&hl=en",582,"2021-12-14 16:19:11","CITATION","","","",,,,,1,0.01,1,1,68,"","","https://scholar.google.com/scholar?q=related:dB8jexwPI-UJ:scholar.google.com/&scioq=author:%22w*+tobler%22&hl=en&as_sdt=2007"
0,"W TOBLER","Johannisbrotkernmehl (Nestargel Nestlé) in Der Behandlung Der Hypertrophischen Pylorusstenose",1949,"Annales paediatrici. International review of …","pubmed.ncbi.nlm.nih.gov","https://pubmed.ncbi.nlm.nih.gov/18130172/","",610,"2021-12-14 16:19:11","CITATION","","","",,,,,0,0.00,0,1,72,"","",""
0,"W TOBLER","Therapy of cystic fibrosis of pancreas associated with bronchiectasia with antibiotics; reference to the results of sensitivity tests",1952,"Annales paediatrici. International review of …","pubmed.ncbi.nlm.nih.gov","https://pubmed.ncbi.nlm.nih.gov/14953015/","",617,"2021-12-14 16:19:11","CITATION","","","",,,,,0,0.00,0,1,69,"","",""
0,"W TOBLER","Prevention of interstitial pneumonia by continuous ultraviolet irradiation of incubators",1956,"Annales paediatrici. International review of …","pubmed.ncbi.nlm.nih.gov","https://pubmed.ncbi.nlm.nih.gov/13355109/","",775,"2021-12-14 16:19:11","CITATION","","","",,,,,0,0.00,0,1,65,"","",""
0,"W TOBLER","Beitrag zur Kenntnis der cong. Hyporhinie, resp. der Archinencephalie",1946,"Annales paediatrici. International review of …","pubmed.ncbi.nlm.nih.gov","https://pubmed.ncbi.nlm.nih.gov/20295447/","",781,"2021-12-14 16:19:11","CITATION","","","",,,,,0,0.00,0,1,75,"","",""
361,"W Tobler","On the first law of geography: A reply",2004,"Annals of the Association of American Geographers","Taylor & Francis","https://www.tandfonline.com/doi/full/10.1111/j.1467-8306.2004.09402009.x","https://scholar.google.com/scholar?cites=11608556627151796495&as_sdt=2005&sciodt=2007&hl=en",9,"2021-12-14 16:19:11","HTML","10.1111/j.1467-8306.2004.09402009.x","","",,,,,361,21.24,361,1,17,"Daniel Sui has sent me a written version of comments presented by five geographers at a panel on the first law of geography organized by him at the 2003 AAG meeting in New Orleans. The comments seem to fall into two camps: some reject the idea of ''laws''in …","https://www.tandfonline.com/doi/full/10.1111/j.1467-8306.2004.09402009.x","https://scholar.google.com/scholar?q=related:D7ljZL_gGaEJ:scholar.google.com/&scioq=author:%22w*+tobler%22&hl=en&as_sdt=2007"
436,"G Dorigo, W Tobler","Push-pull migration laws",1983,"Annals of the Association of American …","Taylor & Francis","https://www.tandfonline.com/doi/abs/10.1111/j.1467-8306.1983.tb01392.x","https://scholar.google.com/scholar?cites=9995052576398254343&as_sdt=2005&sciodt=2007&hl=en",5,"2021-12-14 16:19:11","","10.1111/j.1467-8306.1983.tb01392.x","","",,,,,436,11.47,218,2,38,"The mathematics of a push-pull model are shown to incorporate many of Ravenstein's laws of migration, to be equivalent to a quadratic transportation problem, and to be related to the mathematics of classical continuous-flow models. These results yield an improved class of …","https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1467-8306.1983.tb01392.x","https://scholar.google.com/scholar?q=related:ByGSt1yPtYoJ:scholar.google.com/&scioq=author:%22w*+tobler%22&hl=en&as_sdt=2007"
67,"WR Tobler","A CLASSIFICATION OF MAP PROJECTIONS1",1962,"Annals of the Association of American …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1467-8306.1962.tb00403.x","https://scholar.google.com/scholar?cites=2989084149559410787&as_sdt=2005&sciodt=2007&hl=en",49,"2021-12-14 16:19:11","","10.1111/j.1467-8306.1962.tb00403.x","","",,,,,67,1.14,67,1,59,"HE desire for a classification of map pro-T jections stems from the fact that an infinite number of distinct projections are possible. Hence, the fundamental problem in classifying map projections is the partitioning of this infinite set into a comprehensible and useful finite …","https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1467-8306.1962.tb00403.x","https://scholar.google.com/scholar?q=related:Y0A9ejJceykJ:scholar.google.com/&scioq=author:%22w*+tobler%22&hl=en&as_sdt=2007"
128,"WR Tobler","Medieval distortions: The projections of ancient maps",1966,"Annals of the Association of american geographers","Taylor & Francis","https://www.tandfonline.com/doi/abs/10.1111/j.1467-8306.1966.tb00562.x","https://scholar.google.com/scholar?cites=3152769048162253871&as_sdt=2005&sciodt=2007&hl=en",31,"2021-12-14 16:19:11","","10.1111/j.1467-8306.1966.tb00562.x","","",,,,,128,2.33,128,1,55,"Estimates of the map projection employed for an ancient map is a prerequisite for a variety of other studies. The preliminary evaluation presented here has yielded empirical equations for the Hereford map and illustrated the agreement of a Portolan chart with an oblique Mercator …","https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1467-8306.1966.tb00562.x","https://scholar.google.com/scholar?q=related:L7yOxr7iwCsJ:scholar.google.com/&scioq=author:%22w*+tobler%22&hl=en&as_sdt=2007"
0,"II Ignatov, JP Janovec, P Centeno, MW Tobler, ...","CONSERVATION BIOLOGY AND BIODIVERSITY Patterns of Richness, Composition, and Distribution of Sphingid Moths Along an Elevational Gradient in …",2011,"Annals of the Entomological …","","","",687,"2021-12-14 16:19:11","CITATION","","","",,,,,0,0.00,0,5,10,"","",""
27,"II Ignatov, JP Janovec, P Centeno, ...","Patterns of richness, composition, and distribution of sphingid moths along an elevational gradient in the Andes-Amazon region of Southeastern Peru",2011,"Annals of the …","academic.oup.com","https://academic.oup.com/aesa/article-abstract/104/1/68/128640","https://scholar.google.com/scholar?cites=5397983773022083283&as_sdt=2005&sciodt=2007&hl=en",155,"2021-12-14 16:19:11","","","","",,,,,27,2.70,7,4,10,"The adult sphingid communities of three sites in southeastern Peru representative of the moist tropical forest of the lowland Amazon, the pluvial tropical forest of the upper Amazon and Andean foothills, and the montane cloud forest of the eastern slopes of the Andes were …","http://yakuss.com/assets/2011-patterns-of-richness,-composition,-and-distribution-of-sphingid-moths--2011-ilovepdf-compressed.pdf","https://scholar.google.com/scholar?q=related:09hNTqR96UoJ:scholar.google.com/&scioq=author:%22w*+tobler%22&hl=en&as_sdt=2007"
133,"L Miyapuram, W Tobler, G Pippas, K Schultz","Money Illusion in the Human Brain",2009,"Annual Meeting of the …","Citeseer","https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.320.1984&rep=rep1&type=pdf","https://scholar.google.com/scholar?cites=8534713052754646736&as_sdt=2005&sciodt=2007&hl=en",23,"2021-12-14 16:19:11","PDF","","","",,,,,133,11.08,33,4,12,"Monetary rewards are uniquely human. Most fMRI studies use monetary rewards due to the ease of presenting them visually. We tested the efficacy of different forms of monetary reward presentations--alphanumeric display, pictures of coins (pence) and money bills. For …","https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.320.1984&rep=rep1&type=pdf","https://scholar.google.com/scholar?q=related:0JZUeU1kcXYJ:scholar.google.com/&scioq=author:%22w*+tobler%22&hl=en&as_sdt=2007"
41,"WJ Tobler, W Durisch","High-performance selective Er-doped YAG emitters for thermophotovoltaics",2008,"Applied Energy","Elsevier","https://www.sciencedirect.com/science/article/pii/S0306261907001663","https://scholar.google.com/scholar?cites=14540574929466252207&as_sdt=2005&sciodt=2007&hl=en",54,"2021-12-14 16:19:11","HTML","","","",,,,,41,3.15,21,2,13,"Selective emitters for thermophotovoltaics have been produced by vacuum plasma-spray coating of erbium doped garnet Er 1.5 Y 1.5 Al 5 O 12 and Er 2 O 3 on the intermetallic alloy MoSi 2. The emitters are fully operable in an oxygen-containing atmosphere at a …","https://www.sciencedirect.com/science/article/pii/S0306261907001663","https://scholar.google.com/scholar?q=related:r1vJ7Nt_yskJ:scholar.google.com/&scioq=author:%22w*+tobler%22&hl=en&as_sdt=2007"
3,"WR Tobler","The equidominance line: A new geopolitical concept",1997,"Applied Geographic Studies","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1002/(SICI)1520-6319(199721)1:1%3C7::AID-AGS2%3E3.0.CO;2-5","https://scholar.google.com/scholar?cites=7832287774787059917&as_sdt=2005&sciodt=2007&hl=en",228,"2021-12-14 16:19:11","","10.1002/(SICI)1520-6319(199721)1:1%3C7::AID-AGS2%3E3.0.CO;2-5","","",,,,,3,0.13,3,1,24,"The traditional equidistant assignment of ocean area rights to coastal neighbors is not always equitable. A well‐defined and easily computed alternative is provided by a line dividing the sea into areas of equal dominance relative to each of several countries. The …","","https://scholar.google.com/scholar?q=related:zUDR4jvgsWwJ:scholar.google.com/&scioq=author:%22w*+tobler%22&hl=en&as_sdt=2007"
34,"WJ Tobler, W Durisch","Plasma-spray coated rare-earth oxides on molybdenum disilicide–high temperature stable emitters for thermophotovoltaics",2008,"Applied energy","Elsevier","https://www.sciencedirect.com/science/article/pii/S0306261907001171","https://scholar.google.com/scholar?cites=1208802609438479811&as_sdt=2005&sciodt=2007&hl=en",59,"2021-12-14 16:19:11","HTML","","","",,,,,34,2.62,17,2,13,"Selective emitters for thermophotovoltaics consisting of intermetallic alloy MoSi 2 substrate with plasma-spray coated rare-earth oxides ytterbium oxide Yb 2 O 3, Yb-doped garnet Yb 1.5 Y 1.5 Al 5 O 12, and erbium oxide Er 2 O 3 have been successfully tested till 1650° C …","https://www.sciencedirect.com/science/article/pii/S0306261907001171","https://scholar.google.com/scholar?q=related:w1Ulm5GHxhAJ:scholar.google.com/&scioq=author:%22w*+tobler%22&hl=en&as_sdt=2007"
5,"W Tobler","La pneumonie interstitielle des prématurés",1953,"Arch Fr Pediatr","","","https://scholar.google.com/scholar?cites=6253164332080977870&as_sdt=2005&sciodt=2007&hl=en",720,"2021-12-14 16:19:11","CITATION","","","",,,,,5,0.07,5,1,68,"","","https://scholar.google.com/scholar?q=related:zlfUT9Szx1YJ:scholar.google.com/&scioq=author:%22w*+tobler%22&hl=en&as_sdt=2007"
0,"W TOBLER","Interstitial Pneumonia in Premature Infants",1953,"Archives francaises de pediatrie","pubmed.ncbi.nlm.nih.gov","https://pubmed.ncbi.nlm.nih.gov/13081175/","",616,"2021-12-14 16:19:11","CITATION","","","",,,,,0,0.00,0,1,68,"","",""
1,"WD Tobler, KN Nicholas, ...","Spare parts neoumbilicoplasty",2019,"Archives of plastic surgery","ncbi.nlm.nih.gov","https://www.ncbi.nlm.nih.gov/pmc/articles/pmc6657200/","https://scholar.google.com/scholar?cites=14179593314280199911&as_sdt=2005&sciodt=2007&hl=en",240,"2021-12-14 16:19:11","HTML","","","",,,,,1,0.50,0,3,2,"Umbilical preservation can be challenging, particularly in complex cases involving simultaneous ventral hernia repair and abdominoplasty. Although the umbilicus serves no functional purpose, removal of the umbilicus can draw unwanted attention to the abdominal …","https://www.ncbi.nlm.nih.gov/pmc/articles/pmc6657200/","https://scholar.google.com/scholar?q=related:59YsHf4IyMQJ:scholar.google.com/&scioq=author:%22w*+tobler%22&hl=en&as_sdt=2007"
152,"WR Tobler","Satellite confirmation of settlement size coefficients",1969,"Area","JSTOR","https://www.jstor.org/stable/20000359","https://scholar.google.com/scholar?cites=4056766177409316214&as_sdt=2005&sciodt=2007&hl=en",26,"2021-12-14 16:19:11","","","","",,,,,152,2.92,152,1,52,"Conclusions (i) Accusations of'uniqueness' as a general point of view in previous geo graphic work are unfounded. Emphasis on such an attitude might profitably be examined, but may be found to originate in modern interpretations.(2) Uniqueness is not incompatible …","https://www.researchgate.net/profile/Waldo-Tobler/publication/285726291_Satellite_Confirmation_of_Settlement_Size_Coefficients/links/55a7d3a708aedffc530ed14f/Satellite-Confirmation-of-Settlement-Size-Coefficients.pdf","https://scholar.google.com/scholar?q=related:djVNPViHTDgJ:scholar.google.com/&scioq=author:%22w*+tobler%22&hl=en&as_sdt=2007"
4,"WR Tobler","Interactive construction of continuous cartograms",1985,"Auto-carto 7 Proceedings of the 7th International …","","","https://scholar.google.com/scholar?cites=13525825423348242961&as_sdt=2005&sciodt=2007&hl=en",399,"2021-12-14 16:19:11","CITATION","","","",,,,,4,0.11,4,1,36,"","","https://scholar.google.com/scholar?q=related:EZqeRI9itbsJ:scholar.google.com/&scioq=author:%22w*+tobler%22&hl=en&as_sdt=2007"
7,"HW Tobler","Mexiko",1994,"BERNECKER, Walter L./BUVE, Raymond T./FISHER …","","","https://scholar.google.com/scholar?cites=11986011964558640865&as_sdt=2005&sciodt=2007&hl=en",719,"2021-12-14 16:19:11","CITATION","","","",,,,,7,0.26,7,1,27,"","","https://scholar.google.com/scholar?q=related:4YYZjWDeVqYJ:scholar.google.com/&scioq=author:%22w*+tobler%22&hl=en&as_sdt=2007"
5,"HW Tobler, WL Bernecker","Handbuch der Geschichte Lateinamerikas",1996,"Band 3. Lateinamerika im 20. Jahrhundert, Stuttgart …","","","https://scholar.google.com/scholar?cites=1875840365056710172&as_sdt=2005&sciodt=2007&hl=en",721,"2021-12-14 16:19:11","CITATION","","","",,,,,5,0.20,3,2,25,"","","https://scholar.google.com/scholar?q=related:HFaLlt9SCBoJ:scholar.google.com/&scioq=author:%22w*+tobler%22&hl=en&as_sdt=2007"
9,"WR Tobler","Computer use in geography",1967,"Behavioral science","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1002/bs.3830120108","https://scholar.google.com/scholar?cites=18269924499798095298&as_sdt=2005&sciodt=2007&hl=en",159,"2021-12-14 16:19:11","","10.1002/bs.3830120108","","",,,,,9,0.17,9,1,54,"Computer use in geography<link href='#fn1'></link> Page 1 COMPUTERS IN BEHAVIORAL SCIENCE Publication of this department is partially supported by a grant from the National Science Foundation to its editor, Steven G. Vandenberg. COMPUTER USE IN GEOGRAPHY‘ By …","https://onlinelibrary.wiley.com/doi/pdf/10.1002/bs.3830120108","https://scholar.google.com/scholar?q=related:wvWry4jPi_0J:scholar.google.com/&scioq=author:%22w*+tobler%22&hl=en&as_sdt=2007"
0,"HW Tobler","Agrarrevolution und politisch-gesellschaftliche Stabilität Mexikos",,"Berichte","","","",824,"2021-12-14 16:19:11","CITATION","","","",,,,,0,0.00,0,1,,"","",""
1,"W TOBLER","Advances in the care of the premature and its results",1954,"Bibliotheca paediatrica","pubmed.ncbi.nlm.nih.gov","https://pubmed.ncbi.nlm.nih.gov/13229911/","https://scholar.google.com/scholar?cites=4298312476023588318&as_sdt=2005&sciodt=2007&hl=en",764,"2021-12-14 16:19:11","CITATION","","","",,,,,1,0.01,1,1,67,"","","https://scholar.google.com/scholar?q=related:3gUEa2yspjsJ:scholar.google.com/&scioq=author:%22w*+tobler%22&hl=en&as_sdt=2007"
193,"MW Tobler, GVN Powell","Estimating jaguar densities with camera traps: problems with current designs and recommendations for future studies",2013,"Biological conservation","Elsevier","https://www.sciencedirect.com/science/article/pii/S0006320712005071","https://scholar.google.com/scholar?cites=2053657285836461554&as_sdt=2005&sciodt=2007&hl=en",60,"2021-12-14 16:19:11","HTML","","","",,,,,193,24.13,97,2,8,"Camera traps have become the main method for estimating jaguar (Panthera onca) densities. Over 74 studies have been carried out throughout the species range following standard design recommendations. We reviewed the study designs used by these studies …","https://www.sciencedirect.com/science/article/pii/S0006320712005071","https://scholar.google.com/scholar?q=related:8tWstGsOgBwJ:scholar.google.com/&scioq=author:%22w*+tobler%22&hl=en&as_sdt=2007"
56,"ML Reilly, MW Tobler, DL Sonderegger, P Beier","Spatial and temporal response of wildlife to recreational activities in the San Francisco Bay ecoregion",2017,"Biological conservation","Elsevier","https://www.sciencedirect.com/science/article/pii/S0006320716307327","https://scholar.google.com/scholar?cites=1123645546491086919&as_sdt=2005&sciodt=2007&hl=en",95,"2021-12-14 16:19:11","HTML","","","",,,,,56,14.00,14,4,4,"Non-motorized human recreation may displace animals from otherwise suitable habitat; in addition, animals may alter their activity patterns to reduce (or increase) interactions with recreationists. We investigated how hiking, mountain biking, equestrians, and recreationists …","https://www.sciencedirect.com/science/article/pii/S0006320716307327","https://scholar.google.com/scholar?q=related:RwgN1Kv9lw8J:scholar.google.com/&scioq=author:%22w*+tobler%22&hl=en&as_sdt=2007"
98,"MW Tobler, SE Carrillo-Percastegui, AZ Hartley, ...","High jaguar densities and large population sizes in the core habitat of the southwestern Amazon",2013,"Biological …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0006320712005101","https://scholar.google.com/scholar?cites=17946617093398930523&as_sdt=2005&sciodt=2007&hl=en",82,"2021-12-14 16:19:11","HTML","","","",,,,,98,12.25,25,4,8,"Over 80% of the currently occupied range of the jaguar (Panthera onca) lies in the Amazon. However, few density estimates exist for this habitat. Between 2005 and 2010 we carried out six camera trap surveys at three different sites in the department of Madre de Dios in the …","https://www.sciencedirect.com/science/article/pii/S0006320712005101","https://scholar.google.com/scholar?q=related:WyT_QykxD_kJ:scholar.google.com/&scioq=author:%22w*+tobler%22&hl=en&as_sdt=2007"
27,"MW Tobler, RG Anleu, SE Carrillo-Percastegui, ...","Do responsibly managed logging concessions adequately protect jaguars and other large and medium-sized mammals? Two case studies from Guatemala …",2018,"Biological …","Elsevier","https://www.sciencedirect.com/science/article/pii/S000632071731563X","https://scholar.google.com/scholar?cites=2353284235571998878&as_sdt=2005&sciodt=2007&hl=en",118,"2021-12-14 16:19:11","HTML","","","",,,,,27,9.00,7,4,3,"Large areas of tropical forest have been designated for timber production but logging practices vary widely. Reduced-impact logging is considered best practice and third-party certification aims to ensure that strict standards are met. This includes minimizing the …","https://www.sciencedirect.com/science/article/pii/S000632071731563X","https://scholar.google.com/scholar?q=related:nrDLRIuLqCAJ:scholar.google.com/&scioq=author:%22w*+tobler%22&hl=en&as_sdt=2007"
